yearMonth,type,count
2002-03-01,Habeas Corpus,165
2002-03-01,Mandado de Seguran\xc3\xa7a,16
2002-03-01,Medida Cautelar Inominada,1
2002-03-01,Outros Feitos,3
2002-03-01,Processo Crime,6
2002-03-01,Recurso de Of\xc3\xadcio,2
2002-03-01,Recurso em Sentido Estrito,63
2002-03-01,Reexame Necess\xc3\xa1rio,68
2002-04-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,2
2002-04-01,Agravo,168
2002-04-01,Agravo de Instrumento,701
2002-04-01,Agravo em Execu\xc3\xa7\xc3\xa3o,2
2002-04-01,Agravo Interno,65
2002-04-01,Agravo Regimental,26
2002-04-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,2411
2002-04-01,Apela\xc3\xa7\xc3\xa3o Crime,338
2002-04-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,343
2002-04-01,Carta Testemunh\xc3\xa1vel,3
2002-04-01,Cautelar Inominada,1
2002-04-01,Conflito de Compet\xc3\xaancia,38
2002-04-01,Conflito de Jurisdi\xc3\xa7\xc3\xa3o,1
2002-04-01,Correi\xc3\xa7\xc3\xa3o Parcial,1
2002-04-01,Embargos de Declara\xc3\xa7\xc3\xa3o,460
2002-04-01,Habeas Corpus,100
2002-04-01,Impugna\xc3\xa7\xc3\xa3o ao Valor da Causa,1
2002-04-01,Mandado de Seguran\xc3\xa7a,14
2002-04-01,Medida Cautelar Inominada,1
2002-04-01,Outros Feitos,1
2002-04-01,Outros Incidentes,1
2002-04-01,Processo Crime,5
2002-04-01,Recurso de Of\xc3\xadcio,2
2002-04-01,Recurso em Sentido Estrito,60
2002-04-01,Reexame Necess\xc3\xa1rio,67
2002-05-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,7
2002-05-01,Agravo,255
2002-05-01,Agravo de Instrumento,868
2002-05-01,Agravo em Execu\xc3\xa7\xc3\xa3o,2
2002-05-01,Agravo Interno,95
2002-05-01,Agravo Regimental,28
2002-05-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,2880
2002-05-01,Apela\xc3\xa7\xc3\xa3o Crime,430
2002-05-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,482
2002-05-01,Conflito de Compet\xc3\xaancia,59
2002-05-01,Conflito de Jurisdi\xc3\xa7\xc3\xa3o,6
2002-05-01,Correi\xc3\xa7\xc3\xa3o Parcial,2
2002-05-01,Desaforamento,2
2002-05-01,Embargos de Declara\xc3\xa7\xc3\xa3o,577
2002-05-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,1
2002-05-01,Habeas Corpus,100
2002-05-01,Impugna\xc3\xa7\xc3\xa3o ao Valor da Causa,1
2002-05-01,Mandado de Seguran\xc3\xa7a,9
2002-05-01,Medida Cautelar,1
2002-05-01,Medida Cautelar Inominada,1
2002-05-01,Outros Feitos,1
2002-05-01,Outros Incidentes,1
2002-05-01,Processo Crime,4
2002-05-01,Recurso de Of\xc3\xadcio,4
2002-05-01,Recurso em Sentido Estrito,69
2002-05-01,Reexame Necess\xc3\xa1rio,76
2002-05-01,Restaura\xc3\xa7\xc3\xa3o de Autos,1
2002-06-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,6
2002-06-01,Agravo,184
2002-06-01,Agravo de Instrumento,914
2002-06-01,Agravo em Execu\xc3\xa7\xc3\xa3o,1
2002-06-01,Agravo Interno,77
2002-06-01,Agravo Regimental,28
2002-06-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,2776
2002-06-01,Apela\xc3\xa7\xc3\xa3o Crime,595
2002-06-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,376
2002-06-01,Conflito de Compet\xc3\xaancia,130
2002-06-01,Conflito de Jurisdi\xc3\xa7\xc3\xa3o,3
2002-06-01,Correi\xc3\xa7\xc3\xa3o Parcial,4
2002-06-01,Embargos de Declara\xc3\xa7\xc3\xa3o,655
2002-06-01,Exce\xc3\xa7\xc3\xa3o da Verdade,1
2002-06-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,1
2002-06-01,Habeas Corpus,107
2002-06-01,Inqu\xc3\xa9rito Policial,1
2002-06-01,Mandado de Seguran\xc3\xa7a,9
2002-06-01,Medida Cautelar Inominada,1
2002-06-01,Outros Feitos,1
2002-06-01,Outros Incidentes,2
2002-06-01,Processo Crime,13
2002-06-01,Queixa,2
2002-06-01,Recurso de Of\xc3\xadcio,8
2002-06-01,Recurso em Sentido Estrito,80
2002-06-01,Reexame Necess\xc3\xa1rio,83
2002-06-01,Restaura\xc3\xa7\xc3\xa3o de Autos,1
2002-07-01,Agravo,32
2002-07-01,Agravo de Instrumento,26
2002-07-01,Agravo Interno,6
2002-07-01,Agravo Regimental,5
2002-07-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,2
2002-07-01,Apela\xc3\xa7\xc3\xa3o Crime,53
2002-07-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,3
2002-07-01,Embargos de Declara\xc3\xa7\xc3\xa3o,64
2002-07-01,Habeas Corpus,103
2002-07-01,Mandado de Seguran\xc3\xa7a,1
2002-07-01,Reexame Necess\xc3\xa1rio,1
2002-08-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,2
2002-08-01,Agravo,275
2002-08-01,Agravo de Instrumento,809
2002-08-01,Agravo em Execu\xc3\xa7\xc3\xa3o,4
2002-08-01,Agravo Inominado,1
2002-08-01,Agravo Interno,61
2002-08-01,Agravo Lei,1
2002-08-01,Agravo Regimental,74
2002-08-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,2287
2002-08-01,Apela\xc3\xa7\xc3\xa3o Crime,518
2002-08-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,498
2002-08-01,Carta Testemunh\xc3\xa1vel,2
2002-08-01,Conflito de Compet\xc3\xaancia,429
2002-08-01,Conflito de Jurisdi\xc3\xa7\xc3\xa3o,2
2002-08-01,Correi\xc3\xa7\xc3\xa3o Parcial,15
2002-08-01,Embargos de Declara\xc3\xa7\xc3\xa3o,578
2002-08-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,3
2002-08-01,Habeas Corpus,140
2002-08-01,Impugna\xc3\xa7\xc3\xa3o ao Valor da Causa,1
2002-08-01,Mandado de Seguran\xc3\xa7a,13
2002-08-01,Medida Cautelar Inominada,4
2002-08-01,Outros Feitos,2
2002-08-01,Outros Incidentes,1
2002-08-01,Processo Crime,2
2002-08-01,Queixa,1
2002-08-01,Recurso de Of\xc3\xadcio,1
2002-08-01,Recurso em Sentido Estrito,93
2002-08-01,Reexame Necess\xc3\xa1rio,97
2002-09-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,4
2002-09-01,Agravo,158
2002-09-01,Agravo de Instrumento,591
2002-09-01,Agravo em Execu\xc3\xa7\xc3\xa3o,2
2002-09-01,Agravo Interno,95
2002-09-01,Agravo Regimental,48
2002-09-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,2293
2002-09-01,Apela\xc3\xa7\xc3\xa3o Crime,353
2002-09-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,374
2002-09-01,Cautelar Inominada,1
2002-09-01,Conflito de Compet\xc3\xaancia,236
2002-09-01,Conflito de Jurisdi\xc3\xa7\xc3\xa3o,2
2002-09-01,Correi\xc3\xa7\xc3\xa3o Parcial,14
2002-09-01,Embargos de Declara\xc3\xa7\xc3\xa3o,589
2002-09-01,Embargos Infringentes,1
2002-09-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,1
2002-09-01,Habeas Corpus,93
2002-09-01,Mandado de Seguran\xc3\xa7a,5
2002-09-01,Medida Cautelar,3
2002-09-01,Medida Cautelar Inominada,4
2002-09-01,Processo Crime,2
2002-09-01,Recurso de Of\xc3\xadcio,2
2002-09-01,Recurso em Sentido Estrito,85
2002-09-01,Reexame Necess\xc3\xa1rio,101
2002-10-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,2
2002-10-01,Agravo,328
2002-10-01,Agravo de Instrumento,1246
2002-10-01,Agravo em Execu\xc3\xa7\xc3\xa3o,5
2002-10-01,Agravo Interno,120
2002-10-01,Agravo Lei,3
2002-10-01,Agravo Regimental,56
2002-10-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,3525
2002-10-01,Apela\xc3\xa7\xc3\xa3o Crime,543
2002-10-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,634
2002-10-01,Carta Testemunh\xc3\xa1vel,1
2002-10-01,Cautelar Inominada,1
2002-10-01,Conflito de Compet\xc3\xaancia,299
2002-10-01,Conflito de Jurisdi\xc3\xa7\xc3\xa3o,1
2002-10-01,Correi\xc3\xa7\xc3\xa3o Parcial,36
2002-10-01,Desaforamento,1
2002-10-01,Embargos de Declara\xc3\xa7\xc3\xa3o,873
2002-10-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,1
2002-10-01,Habeas Corpus,153
2002-10-01,Mandado de Seguran\xc3\xa7a,7
2002-10-01,Medida Cautelar,1
2002-10-01,Medida Cautelar Inominada,4
2002-10-01,Outros Feitos,2
2002-10-01,Outros Incidentes,1
2002-10-01,Processo Crime,3
2002-10-01,Queixa,2
2002-10-01,Recurso de Of\xc3\xadcio,5
2002-10-01,Recurso em Sentido Estrito,81
2002-10-01,Reexame Necess\xc3\xa1rio,134
2002-11-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,4
2002-11-01,Agravo,290
2002-11-01,Agravo de Instrumento,1689
2002-11-01,Agravo em Execu\xc3\xa7\xc3\xa3o,10
2002-11-01,Agravo Interno,31
2002-11-01,Agravo Lei,3
2002-11-01,Agravo Regimental,42
2002-11-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,4257
2002-11-01,Apela\xc3\xa7\xc3\xa3o Crime,586
2002-11-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,772
2002-11-01,Conflito de Compet\xc3\xaancia,280
2002-11-01,Correi\xc3\xa7\xc3\xa3o Parcial,28
2002-11-01,Desaforamento,1
2002-11-01,Embargos de Declara\xc3\xa7\xc3\xa3o,1083
2002-11-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,2
2002-11-01,Habeas Corpus,205
2002-11-01,Mandado de Seguran\xc3\xa7a,16
2002-11-01,Medida Cautelar,3
2002-11-01,Medida Cautelar Inominada,2
2002-11-01,Outros Feitos,1
2002-11-01,Outros Incidentes,1
2002-11-01,Processo Crime,13
2002-11-01,Recurso de Of\xc3\xadcio,11
2002-11-01,Recurso em Sentido Estrito,110
2002-11-01,Reexame Necess\xc3\xa1rio,134
2002-12-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,9
2002-12-01,Agravo,521
2002-12-01,Agravo de Instrumento,2726
2002-12-01,Agravo em Execu\xc3\xa7\xc3\xa3o,9
2002-12-01,Agravo Interno,38
2002-12-01,Agravo Regimental,82
2002-12-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,5770
2002-12-01,Apela\xc3\xa7\xc3\xa3o Crime,604
2002-12-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,942
2002-12-01,Conflito de Compet\xc3\xaancia,289
2002-12-01,Correi\xc3\xa7\xc3\xa3o Parcial,31
2002-12-01,Declara\xc3\xa7\xc3\xa3o de Inconstitucionalidade,1
2002-12-01,Desaforamento,2
2002-12-01,Embargos de Declara\xc3\xa7\xc3\xa3o,1699
2002-12-01,Embargos Infringentes,1
2002-12-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,9
2002-12-01,Habeas Corpus,278
2002-12-01,Mandado de Injun\xc3\xa7\xc3\xa3o,1
2002-12-01,Mandado de Seguran\xc3\xa7a,18
2002-12-01,Medida Cautelar Inominada,4
2002-12-01,Outros Feitos,1
2002-12-01,Processo Crime,11
2002-12-01,Recurso de Of\xc3\xadcio,2
2002-12-01,Recurso em Sentido Estrito,95
2002-12-01,Reexame Necess\xc3\xa1rio,153
2002-12-01,Uniformiza\xc3\xa7\xc3\xa3o de Jurisprud\xc3\xaancia,2
2003-01-01,Agravo,78
2003-01-01,Agravo de Instrumento,759
2003-01-01,Agravo em Execu\xc3\xa7\xc3\xa3o,1
2003-01-01,Agravo Interno,6
2003-01-01,Agravo Regimental,17
2003-01-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,55
2003-01-01,Apela\xc3\xa7\xc3\xa3o Crime,74
2003-01-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,6
2003-01-01,Apela\xc3\xa7\xc3\xa3o Rec,1
2003-01-01,Embargos de Declara\xc3\xa7\xc3\xa3o,35
2003-01-01,Habeas Corpus,240
2003-01-01,Mandado de Seguran\xc3\xa7a,6
2003-01-01,Medida Cautelar Inominada,1
2003-01-01,Recurso de Of\xc3\xadcio,1
2003-01-01,Recurso em Sentido Estrito,11
2003-01-01,Reexame Necess\xc3\xa1rio,2
2003-02-01,A\xc3\xa7\xc3\xa3o Civil P\xc3\xbablica,1
2003-02-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,2
2003-02-01,Agravo,474
2003-02-01,Agravo de Instrumento,2164
2003-02-01,Agravo em Execu\xc3\xa7\xc3\xa3o,6
2003-02-01,Agravo Interno,4
2003-02-01,Agravo Regimental,57
2003-02-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,3228
2003-02-01,Apela\xc3\xa7\xc3\xa3o Crime,590
2003-02-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,623
2003-02-01,Carta Testemunh\xc3\xa1vel,1
2003-02-01,Conflito de Compet\xc3\xaancia,214
2003-02-01,Correi\xc3\xa7\xc3\xa3o Parcial,19
2003-02-01,Desaforamento,1
2003-02-01,Embargos de Declara\xc3\xa7\xc3\xa3o,786
2003-02-01,Embargos Infringentes,1
2003-02-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,2
2003-02-01,Habeas Corpus,271
2003-02-01,Inqu\xc3\xa9rito Policial,1
2003-02-01,Mandado de Seguran\xc3\xa7a,29
2003-02-01,Not\xc3\xadcia Crime,1
2003-02-01,Outros Feitos,1
2003-02-01,Outros Incidentes,1
2003-02-01,Processo Crime,13
2003-02-01,Queixa,2
2003-02-01,Recurso de Of\xc3\xadcio,2
2003-02-01,Recurso em Sentido Estrito,104
2003-02-01,Reexame Necess\xc3\xa1rio,128
2003-03-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,7
2003-03-01,Agravo,602
2003-03-01,Agravo de Instrumento,2462
2003-03-01,Agravo em Execu\xc3\xa7\xc3\xa3o,10
2003-03-01,Agravo Interno,7
2003-03-01,Agravo Regimental,67
2003-03-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,5877
2003-03-01,Apela\xc3\xa7\xc3\xa3o Crime,484
2003-03-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,625
2003-03-01,Apela\xc3\xa7\xc3\xa3o Recurso de Of\xc3\xadcio,1
2003-03-01,Conflito de Compet\xc3\xaancia,119
2003-03-01,Correi\xc3\xa7\xc3\xa3o Parcial,15
2003-03-01,Desaforamento,1
2003-03-01,Embargos de Declara\xc3\xa7\xc3\xa3o,1773
2003-03-01,Embargos Infringentes,1
2003-03-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,4
2003-03-01,Habeas Corpus,276
2003-03-01,Impugna\xc3\xa7\xc3\xa3o \xc3\xa0 Assist\xc3\xaancia Judici\xc3\xa1ria,1
2003-03-01,Impugna\xc3\xa7\xc3\xa3o ao Valor da Causa,1
2003-03-01,Mandado de Seguran\xc3\xa7a,23
2003-03-01,Medida Cautelar,1
2003-03-01,Medida Cautelar Inominada,4
2003-03-01,Outros Feitos,3
2003-03-01,Processo Crime,7
2003-03-01,Recurso de Of\xc3\xadcio,1
2003-03-01,Recurso em Sentido Estrito,105
2003-03-01,Recurso Oficioso em Sentido Estrito,1
2003-03-01,Reexame Necess\xc3\xa1rio,161
2003-04-01,A\xc3\xa7\xc3\xa3o Civil P\xc3\xbablica,8
2003-04-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,10
2003-04-01,Agravo,666
2003-04-01,Agravo de Instrumento,3270
2003-04-01,Agravo em Execu\xc3\xa7\xc3\xa3o,23
2003-04-01,Agravo Interno,8
2003-04-01,Agravo Regimental,58
2003-04-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,6250
2003-04-01,Apela\xc3\xa7\xc3\xa3o Crime,714
2003-04-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,911
2003-04-01,Carta Testemunh\xc3\xa1vel,1
2003-04-01,Conflito de Compet\xc3\xaancia,107
2003-04-01,Correi\xc3\xa7\xc3\xa3o Parcial,11
2003-04-01,Embargos de Declara\xc3\xa7\xc3\xa3o,1626
2003-04-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,3
2003-04-01,Habeas Corpus,298
2003-04-01,Mandado de Seguran\xc3\xa7a,26
2003-04-01,Medida Cautelar,2
2003-04-01,Medida Cautelar Inominada,4
2003-04-01,Outros Incidentes,1
2003-04-01,Processo Crime,9
2003-04-01,Queixa,1
2003-04-01,Recurso de Of\xc3\xadcio,9
2003-04-01,Recurso em Sentido Estrito,113
2003-04-01,Reexame Necess\xc3\xa1rio,130
2003-05-01,A\xc3\xa7\xc3\xa3o Civil P\xc3\xbablica,11
2003-05-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,5
2003-05-01,Agravo,553
2003-05-01,Agravo de Instrumento,3431
2003-05-01,Agravo em Execu\xc3\xa7\xc3\xa3o,10
2003-05-01,Agravo Interno,6
2003-05-01,Agravo Regimental,54
2003-05-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,6450
2003-05-01,Apela\xc3\xa7\xc3\xa3o Crime,685
2003-05-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,766
2003-05-01,Apela\xc3\xa7\xc3\xa3o Recurso de Of\xc3\xadcio,1
2003-05-01,Conflito de Compet\xc3\xaancia,106
2003-05-01,Correi\xc3\xa7\xc3\xa3o Parcial,15
2003-05-01,Embargos de Declara\xc3\xa7\xc3\xa3o,1514
2003-05-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,3
2003-05-01,Habeas Corpus,340
2003-05-01,Inqu\xc3\xa9rito Policial,1
2003-05-01,Mandado de Seguran\xc3\xa7a,35
2003-05-01,Medida Cautelar,3
2003-05-01,Medida Cautelar Inominada,5
2003-05-01,Outros Feitos,4
2003-05-01,Processo Crime,22
2003-05-01,Queixa,2
2003-05-01,Recurso de Of\xc3\xadcio,11
2003-05-01,Recurso em Sentido Estrito,95
2003-05-01,Reexame Necess\xc3\xa1rio,113
2003-06-01,A\xc3\xa7\xc3\xa3o Civil P\xc3\xbablica,15
2003-06-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,4
2003-06-01,Agravo,739
2003-06-01,Agravo de Instrumento,3638
2003-06-01,Agravo em Execu\xc3\xa7\xc3\xa3o,16
2003-06-01,Agravo Interno,6
2003-06-01,Agravo Regimental,88
2003-06-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,7528
2003-06-01,Apela\xc3\xa7\xc3\xa3o Crime,949
2003-06-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,855
2003-06-01,Apela\xc3\xa7\xc3\xa3o Rec,1
2003-06-01,Carta Testemunh\xc3\xa1vel,2
2003-06-01,Conflito de Compet\xc3\xaancia,136
2003-06-01,Correi\xc3\xa7\xc3\xa3o Parcial,15
2003-06-01,Desaforamento,4
2003-06-01,Embargos de Declara\xc3\xa7\xc3\xa3o,2232
2003-06-01,Embargos Infringentes,1
2003-06-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,5
2003-06-01,Habeas Corpus,327
2003-06-01,Impugna\xc3\xa7\xc3\xa3o \xc3\xa0 Assist\xc3\xaancia Judici\xc3\xa1ria,1
2003-06-01,Mandado de Seguran\xc3\xa7a,26
2003-06-01,Medida Cautelar,1
2003-06-01,Medida Cautelar Inominada,11
2003-06-01,Outros Feitos,7
2003-06-01,Pedido de Assist\xc3\xaancia Judici\xc3\xa1ria Gratuita,1
2003-06-01,Processo Crime,15
2003-06-01,Queixa,1
2003-06-01,Recurso de Of\xc3\xadcio,4
2003-06-01,Recurso em Sentido Estrito,118
2003-06-01,Recurso Oficioso em Sentido Estrito,1
2003-06-01,Reexame Necess\xc3\xa1rio,191
2003-06-01,Termo Circunstanciado,1
2003-06-01,Uniformiza\xc3\xa7\xc3\xa3o de Jurisprud\xc3\xaancia,1
2003-07-01,Agravo,21
2003-07-01,Agravo de Instrumento,265
2003-07-01,Agravo Regimental,2
2003-07-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,230
2003-07-01,Apela\xc3\xa7\xc3\xa3o Crime,71
2003-07-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,13
2003-07-01,Conflito de Compet\xc3\xaancia,1
2003-07-01,Correi\xc3\xa7\xc3\xa3o Parcial,1
2003-07-01,Embargos de Declara\xc3\xa7\xc3\xa3o,92
2003-07-01,Habeas Corpus,226
2003-07-01,Mandado de Seguran\xc3\xa7a,8
2003-07-01,Recurso em Sentido Estrito,18
2003-07-01,Reexame Necess\xc3\xa1rio,5
2003-08-01,A\xc3\xa7\xc3\xa3o Civil P\xc3\xbablica,22
2003-08-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,7
2003-08-01,Agravo,820
2003-08-01,Agravo de Instrumento,5337
2003-08-01,Agravo em Execu\xc3\xa7\xc3\xa3o,7
2003-08-01,Agravo Interno,15
2003-08-01,Agravo Regimental,98
2003-08-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,7463
2003-08-01,Apela\xc3\xa7\xc3\xa3o Crime,1037
2003-08-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,888
2003-08-01,Apela\xc3\xa7\xc3\xa3o Rec,1
2003-08-01,Carta Testemunh\xc3\xa1vel,1
2003-08-01,Conflito de Compet\xc3\xaancia,167
2003-08-01,Correi\xc3\xa7\xc3\xa3o Parcial,20
2003-08-01,Desaforamento,1
2003-08-01,Embargos de Declara\xc3\xa7\xc3\xa3o,2177
2003-08-01,Embargos Infringentes,2
2003-08-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,4
2003-08-01,Habeas Corpus,413
2003-08-01,Mandado de Seguran\xc3\xa7a,30
2003-08-01,Medida Cautelar Inominada,5
2003-08-01,Outros Feitos,3
2003-08-01,Outros Incidentes,2
2003-08-01,Processo Crime,9
2003-08-01,Recurso de Of\xc3\xadcio,6
2003-08-01,Recurso em Sentido Estrito,153
2003-08-01,Reexame Necess\xc3\xa1rio,161
2003-08-01,Termo Circunstanciado,1
2003-09-01,A\xc3\xa7\xc3\xa3o Civil P\xc3\xbablica,35
2003-09-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,6
2003-09-01,Agravo,861
2003-09-01,Agravo de Instrumento,4098
2003-09-01,Agravo em Execu\xc3\xa7\xc3\xa3o,8
2003-09-01,Agravo Interno,4
2003-09-01,Agravo Regimental,113
2003-09-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,7719
2003-09-01,Apela\xc3\xa7\xc3\xa3o Crime,671
2003-09-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,829
2003-09-01,Carta Testemunh\xc3\xa1vel,1
2003-09-01,Conflito de Compet\xc3\xaancia,111
2003-09-01,Correi\xc3\xa7\xc3\xa3o Parcial,21
2003-09-01,Embargos de Declara\xc3\xa7\xc3\xa3o,2023
2003-09-01,Embargos Infringentes,2
2003-09-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,6
2003-09-01,Habeas Corpus,371
2003-09-01,Mandado de Seguran\xc3\xa7a,26
2003-09-01,Medida Cautelar,2
2003-09-01,Medida Cautelar Inominada,12
2003-09-01,Outros Feitos,4
2003-09-01,Prefeito,1
2003-09-01,Processo Crime,20
2003-09-01,Queixa,2
2003-09-01,Recurso de Of\xc3\xadcio,5
2003-09-01,Recurso em Sentido Estrito,118
2003-09-01,Reexame Necess\xc3\xa1rio,126
2003-09-01,Revis\xc3\xa3o Criminal,1
2003-10-01,A\xc3\xa7\xc3\xa3o Civil P\xc3\xbablica,78
2003-10-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,15
2003-10-01,Agravo,1051
2003-10-01,Agravo de Instrumento,5026
2003-10-01,Agravo em Execu\xc3\xa7\xc3\xa3o,11
2003-10-01,Agravo Interno,17
2003-10-01,Agravo Regimental,115
2003-10-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,8534
2003-10-01,Apela\xc3\xa7\xc3\xa3o Crime,1206
2003-10-01,Apela\xc3\xa7\xc3\xa3o e Reexame Necess\xc3\xa1rio,792
2003-10-01,Apela\xc3\xa7\xc3\xa3o Rec,1
2003-10-01,Conflito de Compet\xc3\xaancia,145
2003-10-01,Correi\xc3\xa7\xc3\xa3o Parcial,20
2003-10-01,Desaforamento,1
2003-10-01,Embargos de Declara\xc3\xa7\xc3\xa3o,2331
2003-10-01,Embargos Infringentes,2
2003-10-01,Exce\xc3\xa7\xc3\xa3o da Verdade,1
2003-10-01,Exce\xc3\xa7\xc3\xa3o de Suspei\xc3\xa7\xc3\xa3o,2
2003-10-01,Habeas Corpus,368
2003-10-01,Impugna\xc3\xa7\xc3\xa3o \xc3\xa0 Assist\xc3\xaancia Judici\xc3\xa1ria,2
2003-10-01,Impugna\xc3\xa7\xc3\xa3o ao Valor da Causa,1
2003-10-01,Mandado de Injun\xc3\xa7\xc3\xa3o,1
2003-10-01,Mandado de Seguran\xc3\xa7a,31
2003-10-01,Medida Cautelar,3
2003-10-01,Medida Cautelar Inominada,7
2003-10-01,Outros Feitos,2
2003-10-01,Prefeito,1
2003-10-01,Processo Crime,20
2003-10-01,Queixa,1
2003-10-01,Reabilita\xc3\xa7\xc3\xa3o,1
2003-10-01,Recurso de Of\xc3\xadcio,10
2003-10-01,Recurso em Sentido Estrito,131
2003-10-01,Recurso Inominado,1
2003-10-01,Recurso Oficioso em Sentido Estrito,2
2003-10-01,Reexame Necess\xc3\xa1rio,171
2003-10-01,Termo Circunstanciado,1
2003-11-01,A\xc3\xa7\xc3\xa3o Civil P\xc3\xbablica,53
2003-11-01,A\xc3\xa7\xc3\xa3o Direta de Inconstitucionalidade,1
2003-11-01,A\xc3\xa7\xc3\xa3o Rescis\xc3\xb3ria,26
2003-11-01,Agravo,794
2003-11-01,Agravo de Instrumento,4489
2003-11-01,Agravo em Execu\xc3\xa7\xc3\xa3o,15
2003-11-01,Agravo Embargos Infringentes,1
2003-11-01,Agravo Interno,10
2003-11-01,Agravo Regimental,96
2003-11-01,Apela\xc3\xa7\xc3\xa3o C\xc3\xadvel,7690
2003-11-01,Apela\xc3\xa7\xc3\xa3o Crime,1220
